budget,country,genre,gross,rating,runtime,votes,score,Threshold
0,UK,Crime,191051,R,105,1851,5.7,1
0,USA,Comedy,344375,PG-13,81,519,5.7,1
13000000,USA,Comedy,5509417,PG-13,97,1017,5.7,1
0,USA,Action,188964,R,108,1117,5.7,1
12000000,USA,Comedy,3965604,PG-13,100,789,5.7,1
0,USA,Comedy,3790493,R,100,680,5.7,1
0,USA,Drama,5777099,PG-13,108,5238,5.7,1
12000000,USA,Action,15942628,R,108,7644,5.7,1
0,USA,Crime,12195695,R,110,10221,5.7,1
5000000,USA,Biography,1919653,R,106,4489,5.7,1
0,USA,Comedy,18699037,PG,94,5902,5.7,1
4000000,USA,Comedy,43671,PG,93,1021,5.7,1
0,UK,Comedy,216373,PG,100,607,5.7,1
0,UK,Drama,1029822,R,92,261,5.7,1
25000000,USA,Comedy,39404261,PG,102,29752,5.7,1
10000000,USA,Action,47410000,R,96,23411,5.7,1
35000000,USA,Action,31053601,R,113,23326,5.7,1
10000000,USA,Crime,22424195,R,98,2847,5.7,1
10000000,USA,Action,2346150,R,96,1508,5.7,1
0,USA,Drama,1305887,R,91,1084,5.7,1
0,USA,Crime,2544504,R,109,969,5.7,1
0,USA,Action,1531489,R,106,879,5.7,1
0,USA,Comedy,14143280,PG,91,9139,5.7,1
25000000,USA,Comedy,33691313,PG,101,17739,5.7,1
0,USA,Action,7788597,PG-13,88,5551,5.7,1
0,USA,Comedy,15545943,R,103,7160,5.7,1
0,USA,Comedy,4205000,R,91,2785,5.7,1
8000000,USA,Mystery,19018321,R,102,7239,5.7,1
18000000,USA,Comedy,5546827,PG,96,6370,5.7,1
18000000,USA,Action,1501785,PG-13,98,1996,5.7,1
35000000,USA,Action,14587732,PG-13,115,5162,5.7,1
26000000,USA,Comedy,12454768,R,115,4445,5.7,1
17010000,USA,Comedy,22641969,PG,96,5618,5.7,1
0,UK,Crime,15429177,R,94,4042,5.7,1
0,USA,Action,1182273,R,111,1977,5.7,1
0,UK,Comedy,5186392,R,103,1660,5.7,1
24000000,USA,Adventure,22518097,PG-13,90,17877,5.7,1
7000000,USA,Comedy,40693477,PG,88,31980,5.7,1
0,USA,Crime,12282994,PG-13,110,2947,5.7,1
18000000,USA,Crime,21591728,R,99,5783,5.7,1
0,USA,Comedy,21202099,PG,91,2885,5.7,1
0,France,Adventure,1448640,PG-13,112,710,5.7,1
0,USA,Crime,279627,R,110,1033,5.7,1
6000000,USA,Drama,13609396,R,89,12904,5.7,1
0,USA,Comedy,36448200,PG-13,95,14463,5.7,1
0,USA,Comedy,7852653,PG-13,91,5807,5.7,1
10000000,Italy,Drama,72495,R,108,3022,5.7,1
11000000,USA,Comedy,1044824,R,100,3306,5.7,1
0,USA,Comedy,1038959,R,95,1393,5.7,1
0,Germany,Drama,553454,R,119,1319,5.7,1
0,USA,Action,16096000,R,115,14913,5.7,1
0,USA,Adventure,16819465,PG,100,5543,5.7,1
0,USA,Comedy,161410,R,86,2233,5.7,1
0,UK,Action,1422749,R,99,3032,5.7,1
0,USA,Comedy,20664501,PG-13,99,4298,5.7,1
15000000,USA,Comedy,70936,PG,85,1234,5.7,1
18000000,USA,Comedy,7503192,PG-13,107,3264,5.7,1
6500000,USA,Comedy,9685976,PG,94,4594,5.7,1
0,USA,Comedy,50892160,R,106,11105,5.7,1
16000000,USA,Comedy,67052156,R,124,7977,5.7,1
35000000,USA,Action,20350171,R,111,27472,5.7,1
14000000,USA,Biography,2474000,PG-13,139,2535,5.7,1
75000000,USA,Adventure,136189294,G,103,81872,5.7,1
8500000,USA,Fantasy,15171475,R,93,22170,5.7,1
50000000,USA,Action,25477365,R,101,58556,5.7,1
0,USA,Comedy,95318203,PG,105,36410,5.7,1
8000000,USA,Drama,3594848,R,94,5195,5.7,1
0,USA,Comedy,6970578,PG,108,6920,5.7,1
7000000,USA,Horror,1055525,R,80,4339,5.7,1
8000000,USA,Comedy,34746109,R,108,3427,5.7,1
39000000,USA,Comedy,30356793,PG,93,18726,5.7,1
23000000,USA,Adventure,11567023,PG,109,4485,5.7,1
25000000,USA,Drama,5005000,R,132,4467,5.7,1
9000000,USA,Comedy,23687907,PG,95,22284,5.7,1
5000000,USA,Fantasy,15719109,R,90,16368,5.7,1
40000000,UK,Horror,33956608,R,110,20582,5.7,1
35000000,USA,Comedy,31611225,PG-13,115,8578,5.7,1
0,USA,Comedy,13548764,PG-13,98,5446,5.7,1
15000000,USA,Comedy,309,PG-13,84,5034,5.7,1
0,USA,Comedy,86175,R,103,1681,5.7,1
17000000,USA,Horror,55041738,R,86,52529,5.7,1
4500000,USA,Comedy,23031390,R,104,4688,5.7,1
0,USA,Comedy,219932,R,91,2482,5.7,1
25000000,USA,Thriller,1534569,R,114,9583,5.7,1
20000000,USA,Comedy,1923061,R,102,3012,5.7,1
100000000,USA,Action,66889043,R,121,94188,5.7,1
17000000,USA,Comedy,65538755,R,88,62761,5.7,1
8500000,USA,Comedy,17845337,PG-13,91,15840,5.7,1
95000000,USA,Action,73209340,R,112,107767,5.7,1
42000000,USA,Action,23360779,R,104,33094,5.7,1
80000000,USA,Action,17480890,PG-13,106,49905,5.7,1
35000000,Germany,Adventure,13555988,PG,95,7879,5.7,1
60000000,USA,Action,30208599,R,117,26180,5.7,1
35000000,USA,Drama,36779296,PG-13,106,18326,5.7,1
10000000,USA,Comedy,1631839,R,101,6181,5.7,1
10000000,USA,Comedy,7027345,PG-13,81,7286,5.7,1
16000000,Japan,Animation,17052128,G,93,10090,5.7,1
51000000,Canada,Action,15325127,R,119,9493,5.7,1
0,Portugal,Drama,125651,UNRATED,87,2379,5.7,1
0,UK,Comedy,8351,R,104,5148,5.7,1
0,USA,Comedy,3926,R,90,1314,5.7,1
100000000,USA,Action,180011740,PG-13,119,189575,5.7,1
15000000,USA,Comedy,38252284,R,89,85003,5.7,1
46000000,USA,Comedy,93607673,PG-13,102,49618,5.7,1
12000000,UK,Biography,419414,R,100,536,5.7,1
7000000,USA,Comedy,23247539,PG,94,1846,5.7,1
38000000,USA,Crime,40007742,PG-13,115,32959,5.7,1
20000000,USA,Comedy,56398162,PG-13,118,29636,5.7,1
0,USA,Crime,17639,R,110,3628,5.7,1
137000000,USA,Action,132177234,PG-13,138,223943,5.7,1
120000,USA,Adventure,30610863,R,79,44989,5.7,1
80000000,Germany,Animation,20991364,PG,100,26853,5.7,1
40000000,USA,Action,20440627,PG-13,100,14598,5.7,1
40000000,USA,Comedy,95170481,G,113,59819,5.7,1
8600000,USA,Comedy,4992159,R,104,24974,5.7,1
40000000,USA,Comedy,10387706,PG-13,93,20826,5.7,1
0,USA,Action,367027,R,80,7657,5.7,1
18000000,USA,Comedy,65111277,PG-13,106,11281,5.7,1
53000000,USA,Comedy,56046979,PG-13,118,61786,5.7,1
100000000,USA,Action,154696080,PG-13,106,280250,5.7,1
5500000,USA,Comedy,50633099,PG-13,100,11095,5.7,1
32000000,Germany,Comedy,80197993,PG,92,69721,5.7,1
1500000,USA,Comedy,155873,R,84,24641,5.7,1
0,USA,Drama,40677,R,88,9225,5.7,1
60795000,USA,Crime,23984949,R,109,39651,5.7,1
40000000,USA,Horror,25117498,R,99,38837,5.7,1
0,Canada,Biography,55704,R,84,9163,5.7,1
2000000,USA,Horror,958961,R,95,42332,5.7,1
15000000,USA,Comedy,55184721,PG-13,100,10288,5.7,1
70000000,USA,Action,70231041,PG-13,112,64098,5.7,1
40000000,USA,Comedy,32853640,PG-13,110,52554,5.7,1
25000000,USA,Comedy,1090947,R,104,24511,5.7,1
10000000,USA,Action,580862,R,107,20411,5.7,1
65000000,USA,Action,67172594,PG,98,46750,5.7,1
27000000,USA,Action,15988876,PG-13,88,27251,5.7,1
52000000,USA,Comedy,110485654,PG-13,125,100570,5.7,1
60000000,USA,Drama,80574010,PG-13,133,69859,5.7,1
20000000,USA,Comedy,42739347,R,92,38627,5.7,1
3000000,USA,Horror,84752907,R,91,87197,5.7,1
0,USA,Comedy,116478,UNRATED,86,11100,5.7,1
25000000,USA,Biography,134904,R,100,2558,5.7,1
0,USA,Action,181591,R,100,11139,5.7,1
0,USA,Comedy,85789,R,100,2787,5.7,1
60000000,USA,Action,29136626,PG-13,87,102144,5.7,1
20000000,USA,Comedy,100292856,R,92,169725,5.7,1
0,USA,Comedy,30538669,R,81,62890,5.7,1
56000000,USA,Comedy,54544638,PG-13,113,70914,5.7,1
40000000,USA,Comedy,33035397,PG-13,110,47103,5.7,1
0,USA,Crime,45282,R,105,16018,5.7,1
20000000,USA,Drama,4752353,PG-13,97,11831,5.7,1
6600000,USA,Comedy,37295394,PG-13,100,8399,5.7,1
0,France,Drama,157427,UNRATED,99,5354,5.7,1
40000000,USA,Comedy,41152203,PG-13,110,61163,5.7,1
68000000,USA,Action,35353000,R,102,109650,5.7,1
55000000,USA,Action,9483821,R,92,41677,5.7,1
35000000,USA,Comedy,13101142,PG-13,105,25725,5.7,1
25000000,USA,Comedy,30920167,PG-13,100,7044,5.7,1
0,USA,Drama,379791,R,105,6237,5.7,1
3000000,France,Horror,64473115,R,85,159252,5.7,1
4800000,Denmark,Crime,778565,R,90,91897,5.7,1
35000000,USA,Comedy,134506920,R,111,105070,5.7,1
0,UK,Comedy,32514,R,97,31956,5.7,1
0,USA,Crime,441,R,106,21070,5.7,1
35000000,USA,Drama,7376027,PG-13,106,30891,5.7,1
0,USA,Adventure,86796,R,100,17169,5.7,1
0,USA,Drama,38361,R,96,3324,5.7,1
0,Ireland,Biography,323032,R,118,4984,5.7,1
0,USA,Action,2137,R,88,6144,5.7,1
210000000,USA,Action,245439076,PG-13,165,263822,5.7,1
1500000,Canada,Horror,55007,R,100,16279,5.7,1
1000000,USA,Horror,9168,R,87,20262,5.7,1
35000000,USA,Adventure,86208010,PG-13,109,107048,5.7,1
35000000,USA,Action,10508518,R,109,51146,5.7,1
0,USA,Comedy,55749,R,88,17646,5.7,1
28000000,France,Action,20285518,PG-13,90,34795,5.7,1
35000000,USA,Action,22464430,R,96,72970,5.7,1
0,USA,Drama,558402,R,118,18771,5.7,1
0,Spain,Crime,54734,R,106,28090,5.7,1
0,UK,Drama,343139,R,119,28067,5.7,1
17000000,USA,Comedy,26284475,PG-13,107,13475,5.7,1
13000000,USA,Biography,1646468,R,123,4460,5.7,1
0,UK,Horror,8967,NOT RATED,97,11545,5.7,1
0,USA,Comedy,2647377,R,127,6983,5.7,1
110000000,USA,Action,66002193,PG-13,120,76550,5.7,1
100000000,USA,Action,26384681,PG-13,123,31863,5.7,1
35000000,USA,Comedy,55291815,R,92,83340,5.7,1
105000000,USA,Animation,64063008,PG,94,38556,5.7,1
125000000,USA,Action,33370166,PG,104,9244,5.7,1
15000000,USA,Comedy,1658706,R,120,3729,5.7,1
25000000,USA,Comedy,3647836,PG-13,127,5192,5.7,1
0,USA,Adventure,6155650,PG-13,98,980,5.7,1
0,Spain,Horror,70,R,94,10504,5.7,1
21500000,UK,Action,2280004,PG-13,99,9617,5.7,1
0,USA,Drama,23020,R,96,4439,5.7,1
0,USA,Comedy,6797218,R,98,4585,5.8,1
0,USA,Comedy,25587804,R,105,15703,5.8,1
0,UK,Adventure,112132,PG,88,2243,5.8,1
0,USA,Comedy,1254040,R,101,684,5.8,1
0,France,Drama,227510,PG,112,496,5.8,1
0,USA,Animation,1338264,G,75,397,5.8,1
0,USA,Comedy,22123,PG,92,220,5.8,1
6000000,USA,Comedy,42721196,PG,90,24626,5.8,1
0,UK,Comedy,1028679,R,90,2243,5.8,1
0,USA,Comedy,13110903,PG,92,2332,5.8,1
0,USA,Comedy,4215859,PG-13,93,2768,5.8,1
1000000,UK,Action,210200,R,100,1924,5.8,1
8000000,USA,Comedy,1988962,PG,105,2163,5.8,1
0,France,Drama,949451,R,125,442,5.8,1
0,Australia,Drama,1155020,R,100,435,5.8,1
20000000,USA,Comedy,78222753,R,104,65825,5.8,1
6200000,USA,Comedy,9205924,R,89,14998,5.8,1
0,USA,Comedy,16031707,PG-13,106,9676,5.8,1
0,USA,Drama,5979011,R,95,3154,5.8,1
6500000,USA,Comedy,14545844,R,121,5042,5.8,1
0,USA,Comedy,13664060,PG,98,7667,5.8,1
15000000,USA,Comedy,21032267,R,128,6938,5.8,1
0,USA,Drama,1938049,R,99,1633,5.8,1
0,UK,Comedy,540000,R,91,2767,5.8,1
0,USA,Comedy,343786,R,93,3411,5.8,1
7500000,USA,Comedy,140088813,PG-13,93,67535,5.8,1
25000000,USA,Adventure,15704614,R,98,14315,5.8,1
0,USA,Comedy,10982364,PG-13,94,13375,5.8,1
34000000,USA,Adventure,3574256,R,100,1556,5.8,1
0,USA,Comedy,1642239,PG-13,86,1807,5.8,1
0,USA,Drama,4795000,PG-13,119,720,5.8,1
0,UK,Drama,764794,R,100,322,5.8,1
13000000,USA,Horror,28501605,R,84,34608,5.8,1
35000000,USA,Action,45681173,R,117,68761,5.8,1
5200000,USA,Action,2459895,R,99,5119,5.8,1
10000000,USA,Action,21633874,R,120,21622,5.8,1
38000000,USA,Action,80818974,R,93,32058,5.8,1
0,UK,Crime,59227,R,116,881,5.8,1
0,USA,Family,1393610,PG,100,605,5.8,1
0,USA,Comedy,1436308,R,97,967,5.8,1
0,USA,Comedy,1373728,PG-13,95,651,5.8,1
65000000,USA,Action,17218080,R,100,45642,5.8,1
6788000,USA,Comedy,43878334,PG-13,103,23181,5.8,1
13000000,USA,Comedy,4102526,PG-13,92,7979,5.8,1
16400000,USA,Action,21082165,PG-13,108,7248,5.8,1
4000000,USA,Action,11276846,R,114,3226,5.8,1
0,Hong Kong,Adventure,396003,R,100,1687,5.8,1
0,USA,Mystery,6413375,R,104,583,5.8,1
0,USA,Comedy,306319,PG,95,450,5.8,1
15000000,USA,Action,44065653,R,84,39076,5.8,1
0,USA,Crime,3052738,R,100,1383,5.8,1
25000000,USA,Comedy,35208854,PG-13,96,15079,5.8,1
0,USA,Action,21142815,PG-13,102,8420,5.8,1
32000000,USA,Drama,28590665,R,124,11503,5.8,1
20000000,USA,Comedy,6202756,R,105,3900,5.8,1
0,Germany,Comedy,8669847,PG,94,3150,5.8,1
43000000,USA,Comedy,13351357,R,119,3990,5.8,1
0,USA,Drama,422503,R,113,963,5.8,1
0,USA,Action,2791515,PG-13,91,1207,5.8,1
0,USA,Action,229041,R,101,550,5.8,1
38000000,USA,Drama,106614100,R,117,51687,5.8,1
30000000,USA,Action,23798623,R,102,35484,5.8,1
0,Australia,Comedy,7770731,R,98,8692,5.8,1
0,Australia,Drama,1610792,NC-17,98,1662,5.8,1
18000000,USA,Adventure,1528163,PG-13,96,1253,5.8,1
25000000,USA,Drama,8315975,R,114,5931,5.8,1
14000000,USA,Drama,8041049,PG-13,113,2414,5.8,1
19000000,USA,Family,2119994,G,92,1280,5.8,1
27000000,Canada,Action,44853581,R,99,47553,5.8,1
25000000,USA,Comedy,6507514,R,118,10226,5.8,1
0,USA,Action,8009329,PG-13,100,15239,5.8,1
35000000,USA,Action,20277185,PG-13,102,6634,5.8,1
18000000,USA,Action,70454098,PG-13,101,87007,5.8,1
35000000,USA,Action,60074103,R,108,64667,5.8,1
0,USA,Comedy,19474589,PG,101,16200,5.8,1
30000000,France,Comedy,10693649,PG-13,88,32629,5.8,1
0,UK,Comedy,2488858,R,105,3086,5.8,1
0,USA,Family,7506759,PG,100,3344,5.8,1
0,Canada,Adventure,2643346,PG,98,1681,5.8,1
10000000,USA,Musical,44757,PG,86,1008,5.8,1
45000000,USA,Comedy,58620973,PG-13,113,49346,5.8,1
80000000,USA,Action,33023469,PG-13,114,56630,5.8,1
55000000,USA,Action,18573791,R,116,40765,5.8,1
25000000,USA,Action,21162420,R,84,31241,5.8,1
0,USA,Comedy,12767815,PG-13,129,3609,5.8,1
47000000,USA,Drama,5600000,R,108,12455,5.8,1
0,USA,Drama,4137645,PG-13,93,4202,5.8,1
7000000,UK,Drama,106606,R,95,1986,5.8,1
0,USA,Drama,5858000,R,103,3503,5.8,1
29000000,UK,Adventure,22359293,PG,89,17334,5.8,1
24000000,USA,Drama,2618335,R,102,5888,5.8,1
4000000,USA,Biography,46362,R,92,1776,5.8,1
70000000,USA,Action,74329966,PG-13,98,64070,5.8,1
13000000,USA,Drama,16574731,R,93,28791,5.8,1
70000000,USA,Action,19819494,R,97,28397,5.8,1
30000000,USA,Adventure,6114928,PG-13,90,13764,5.8,1
80000000,Australia,Adventure,18319860,G,97,26946,5.8,1
0,USA,Drama,15814088,PG,126,5146,5.8,1
0,USA,Comedy,1796328,R,122,9261,5.8,1
0,USA,Comedy,215553,R,102,4164,5.8,1
0,USA,Animation,113484,G,100,1851,5.8,1
60000000,USA,Action,73648142,R,105,105864,5.8,1
10000000,USA,Comedy,63366989,PG-13,95,71905,5.8,1
0,France,Drama,172107,NOT RATED,134,3763,5.8,1
75000000,UK,Comedy,33864342,PG-13,102,31178,5.8,1
4000000,USA,Comedy,2800000,R,94,4508,5.8,1
26000000,USA,Adventure,11634458,G,73,2304,5.8,1
0,UK,Comedy,417517,R,118,3474,5.8,1
21000000,USA,Comedy,15593,PG-13,102,2410,5.8,1
57000000,USA,Drama,15527125,PG-13,116,11851,5.8,1
0,USA,Drama,30181,R,123,3317,5.8,1
115000000,USA,Action,131144183,PG-13,100,167892,5.8,1
30000000,USA,Crime,18001232,PG-13,106,27097,5.8,1
22000000,USA,Comedy,11560259,PG-13,87,16224,5.8,1
35000000,France,Comedy,4777007,PG-13,88,16103,5.8,1
70000000,USA,Action,142109382,PG-13,124,156008,5.8,1
40000000,USA,Comedy,14448589,PG-13,103,20540,5.8,1
50000000,USA,Comedy,126293452,PG-13,96,118036,5.8,1
10000000,USA,Comedy,32983713,R,85,21274,5.8,1
25000000,USA,Action,38230435,PG-13,86,30636,5.8,1
20000000,USA,Animation,48430258,G,72,14642,5.8,1
14000000,USA,Action,25482931,R,95,10283,5.8,1
40000000,USA,Comedy,138614544,PG,98,80652,5.8,1
30000000,USA,Action,82622655,R,97,95076,5.8,1
78000000,USA,Action,66465204,PG-13,110,148712,5.8,1
20000000,USA,Comedy,35990505,PG,105,51247,5.8,1
40000000,USA,Horror,59694580,R,98,94370,5.8,1
55000000,USA,Comedy,33832741,PG-13,118,46442,5.8,1
30000000,USA,Action,34604054,R,101,36878,5.8,1
0,France,Action,497208,NOT RATED,84,33795,5.8,1
110000000,USA,Action,24008137,PG,120,73536,5.8,1
42000000,USA,Drama,66641205,PG-13,91,59556,5.8,1
150000000,USA,Animation,135386665,G,81,70253,5.8,1
50000000,USA,Action,18472363,PG-13,110,66598,5.8,1
0,USA,Comedy,35424335,PG-13,94,32291,5.8,1
30000000,USA,Comedy,32868349,PG-13,113,18270,5.8,1
0,USA,Biography,454711,R,97,19666,5.8,1
52000000,USA,Comedy,118703275,PG-13,106,108341,5.8,1
18000000,USA,Comedy,41011711,PG-13,89,71344,5.8,1
25000000,Germany,Horror,54098051,R,93,110532,5.8,1
0,New Zealand,Comedy,82987,NOT RATED,87,36120,5.8,1
50000000,USA,Crime,48751189,PG-13,105,51779,5.8,1
35000000,Canada,Animation,14522427,G,87,6650,5.8,1
6500000,USA,Comedy,13367101,R,88,21023,5.8,1
26000000,USA,Drama,17127992,PG-13,108,18618,5.8,1
60000000,USA,Comedy,36787257,R,116,75859,5.8,1
0,USA,Comedy,9397,R,85,14615,5.8,1
45000000,USA,Action,101704370,PG,93,93923,5.8,1
10800000,USA,Horror,56746769,R,92,95765,5.8,1
55000000,USA,Comedy,33472850,R,91,70423,5.8,1
22000000,USA,Comedy,20668843,PG-13,104,17753,5.8,1
200000000,USA,Action,166112167,PG-13,158,303766,5.8,1
175000000,USA,Action,152267519,PG-13,118,182662,5.8,1
80000000,UK,Drama,19664021,PG-13,118,39041,5.8,1
50000000,USA,Action,20488579,R,95,118535,5.8,1
26000000,Canada,Drama,16999046,R,104,83205,5.8,1
42000000,USA,Comedy,60054530,R,81,125840,5.8,1
0,USA,Comedy,55250026,PG-13,100,71836,5.8,1
18000000,USA,Comedy,23993605,R,86,54428,5.8,1
40000000,USA,Adventure,14241034,PG,111,10609,5.8,1
0,USA,Comedy,15102127,R,89,18361,5.8,1
125000000,USA,Action,163214888,PG-13,106,241875,5.8,1
20000000,USA,Comedy,25702053,PG,100,43588,5.8,1
150000000,USA,Drama,61979680,R,103,93175,5.8,1
500000,France,Comedy,98017,R,82,28442,5.8,1
75000000,Germany,Action,20377913,PG-13,110,93671,5.8,1
70000000,USA,Action,83552429,PG-13,116,160672,5.8,1
23000000,Ireland,Action,18942396,R,93,75489,5.8,1
25000000,USA,Action,10324441,R,110,28710,5.8,1
20000000,Hungary,Adventure,23186769,PG,100,35684,5.8,1
120000000,USA,Action,98780042,PG-13,100,142094,5.8,1
3000000,Germany,Drama,22000,R,112,31955,5.8,1
12000000,USA,Crime,969239,R,108,20869,5.8,1
5000000,USA,Horror,104007828,R,83,80871,5.8,1
209000000,USA,Action,65422625,PG-13,131,213632,5.8,1
150000000,Spain,Action,83670083,PG-13,99,161836,5.8,1
79000000,USA,Action,103860290,PG,94,73718,5.8,1
0,USA,Horror,99770,R,116,48578,5.8,1
12500000,USA,Drama,692640,R,107,30992,5.8,1
0,USA,Comedy,1378426,PG-13,103,13157,5.8,1
40000000,USA,Comedy,37134215,PG-13,95,32039,5.8,1
0,USA,Comedy,3755,R,97,6241,5.8,1
30000000,USA,Action,2162593,R,104,56204,5.8,1
130000000,USA,Action,122523060,PG-13,110,154740,5.8,1
0,UK,Drama,1161089,PG-13,113,9141,5.8,1
1500000,USA,Comedy,3447339,R,104,32105,5.8,1
50000000,USA,Animation,90288712,PG,91,37338,5.8,1
0,USA,Comedy,174496,R,98,8099,5.8,1
0,Germany,Comedy,59437,UNRATED,109,9107,5.8,1
12000000,USA,Comedy,261695,R,98,14145,5.8,1
125000000,USA,Action,101200044,PG-13,138,213644,5.8,1
125000000,USA,Action,191204754,PG-13,101,181678,5.8,1
50000000,USA,Action,47602194,PG-13,89,57376,5.8,1
2000000,USA,Drama,43282,R,95,13654,5.8,1
42000000,Canada,Animation,64251541,PG,85,21922,5.8,1
18000000,USA,Comedy,15155772,PG-13,94,10327,5.8,1
24000000,USA,Comedy,65182182,PG-13,106,16706,5.8,1
13000000,USA,Adventure,38916903,PG,91,16757,5.8,1
12000000,USA,Biography,91443253,PG,99,22482,5.8,1
150000000,USA,Adventure,35088320,PG,111,49650,5.8,1
0,Canada,Horror,19980,R,93,6768,5.8,1
40000000,USA,Action,10640645,R,115,32345,5.8,1
0,USA,Animation,12427046,PG,99,8009,5.8,1
35000000,USA,Action,30348260,R,91,49911,5.8,1
40000000,USA,Action,14896798,PG-13,105,39443,5.8,1
5000000,Japan,Comedy,5300675,PG,92,2629,5.8,1
8000000,USA,Action,3912052,R,92,27297,5.8,1
28000000,USA,Action,10907291,PG-13,108,37491,5.8,1
25000000,USA,Action,17356894,PG-13,95,34656,5.8,1
45000000,USA,Comedy,54730514,R,105,37358,5.8,1
0,Canada,Horror,150372,NOT RATED,90,15932,5.8,1
0,USA,Drama,198493,UNRATED,88,5245,5.8,1
17000000,USA,Drama,6734844,R,117,31798,5.9,1
2700000,USA,Action,3500000,PG-13,93,11635,5.9,1
25000000,USA,Action,79817937,PG-13,94,42997,5.9,1
0,USA,Action,115103979,PG,113,58370,5.9,1
3000000,USA,Horror,19472057,R,86,28310,5.9,1
0,USA,Comedy,26285544,R,106,10239,5.9,1
12000000,USA,Comedy,7790931,PG-13,104,5523,5.9,1
0,USA,Comedy,32324557,PG,118,5345,5.9,1
3300000,USA,Comedy,4941117,R,93,3909,5.9,1
40000000,USA,Comedy,49851591,PG,116,8374,5.9,1
0,USA,Comedy,604849,PG-13,84,1023,5.9,1
6000000,USA,Action,9947631,R,100,3561,5.9,1
0,Israel,Drama,278623,PG-13,95,1834,5.9,1
4000000,USA,Action,4679650,R,104,1808,5.9,1
0,UK,Horror,1720450,R,100,2080,5.9,1
2000000,USA,Drama,1301121,PG,111,448,5.9,1
0,USA,Drama,6408791,PG-13,110,629,5.9,1
0,USA,Comedy,29760613,PG,110,26157,5.9,1
11000000,USA,Comedy,167780960,PG,102,39544,5.9,1
20000000,USA,Comedy,57387516,PG-13,106,27387,5.9,1
18000000,USA,Comedy,39321715,PG-13,95,17903,5.9,1
0,France,Action,519596,R,87,1340,5.9,1
0,USA,Comedy,17355263,R,85,4648,5.9,1
0,USA,Action,7555000,R,106,3328,5.9,1
1300000,USA,Crime,354704,R,102,3019,5.9,1
0,USA,Drama,1733017,R,109,1483,5.9,1
5000000,USA,Horror,17768757,R,88,32498,5.9,1
7500000,USA,Comedy,2983784,R,104,9005,5.9,1
2000000,USA,Comedy,725131,R,103,10474,5.9,1
2500000,UK,Comedy,1189315,R,93,7908,5.9,1
5000000,Sweden,Family,3569939,G,100,3474,5.9,1
0,USA,Drama,18875011,R,97,11102,5.9,1
0,USA,Comedy,17514553,PG-13,90,3277,5.9,1
20000000,USA,Comedy,11444204,PG-13,103,4778,5.9,1
6000000,USA,Action,10068039,R,93,2087,5.9,1
0,West Germany,Drama,229556,PG,96,571,5.9,1
14000000,USA,Drama,4764606,R,100,1361,5.9,1
5000000,UK,Drama,429028,R,100,1563,5.9,1
18000000,USA,Comedy,9129999,PG,105,2789,5.9,1
0,USA,Comedy,1221366,PG,93,1077,5.9,1
30000000,USA,Comedy,60864870,R,116,15602,5.9,1
0,USA,Comedy,3960327,PG-13,98,5949,5.9,1
0,USA,Comedy,5552441,PG-13,114,5231,5.9,1
0,USA,Biography,19131246,R,120,3129,5.9,1
18000000,USA,Drama,3531971,R,120,2385,5.9,1
0,USA,Drama,4347648,PG-13,95,1103,5.9,1
0,USA,Crime,6985999,R,92,1064,5.9,1
60000000,USA,Action,82670733,PG-13,107,65262,5.9,1
12000000,USA,Action,46044400,R,93,16347,5.9,1
1500000,UK,Sci-Fi,5728953,R,94,10546,5.9,1
20000000,USA,Action,70980000,PG-13,110,33453,5.9,1
0,USA,Action,16247964,PG-13,98,19392,5.9,1
0,UK,Comedy,3989297,PG-13,95,4051,5.9,1
0,UK,Comedy,1171762,PG-13,100,1943,5.9,1
0,USA,Comedy,13236513,R,90,3612,5.9,1
0,UK,Comedy,10959015,PG-13,89,6610,5.9,1
0,USA,Comedy,11336986,PG-13,83,7577,5.9,1
0,USA,Drama,33669178,R,111,12581,5.9,1
23000000,USA,Crime,20246790,R,104,7229,5.9,1
17000000,USA,Action,9286314,R,88,5551,5.9,1
48000000,USA,Crime,15965919,R,106,10085,5.9,1
8000000,UK,Comedy,10438504,R,100,1581,5.9,1
450000,USA,Crime,2712293,R,100,499,5.9,1
0,USA,Comedy,612781,R,100,1343,5.9,1
0,USA,Drama,336396,PG,91,624,5.9,1
14000000,USA,Comedy,1989059,R,112,757,5.9,1
8000000,Australia,Action,6739141,R,95,24573,5.9,1
0,USA,Biography,17530973,PG,100,8040,5.9,1
40000000,USA,Comedy,14358033,PG-13,99,18652,5.9,1
50000000,USA,Comedy,46666502,R,112,13167,5.9,1
40000000,USA,Comedy,20883046,PG-13,108,8610,5.9,1
0,USA,Comedy,4030793,PG-13,96,1053,5.9,1
20000000,USA,Adventure,77698625,PG,112,56085,5.9,1
15000000,USA,Horror,9579068,R,122,12885,5.9,1
10000000,USA,Comedy,53579269,PG,103,19681,5.9,1
14000000,USA,Drama,27515786,R,109,9850,5.9,1
13000000,USA,Horror,428868,R,87,14297,5.9,1
2000000,USA,Horror,54207,R,97,11145,5.9,1
0,USA,Drama,1497222,R,102,1327,5.9,1
10000000,USA,Drama,18272447,R,123,3376,5.9,1
13000000,USA,Comedy,3125424,PG-13,98,2743,5.9,1
0,USA,Adventure,10471613,PG,96,7684,5.9,1
0,USA,Horror,8638072,R,109,7281,5.9,1
10000000,USA,Action,29392418,R,100,4331,5.9,1
